date_of_report,date_of_reports,ref,deceased_name,deceased_names,coroner_name,coroner_area,category,this_report_is_being_sent_to,these_report_are_being_sent_to,url
23 June 2014,,2014-0276,Joan Richardson,,David Hinchliff,West Yorkshire (East),Community health care and emergency services related,,,https://www.judiciary.uk/prevention-of-future-death-reports/joan-richardson/
20 June 2014,,2014-0280,Samuel Openshaw,,Peter Dean,Suffolk,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-openshaw/
20 June 2014,,2014-0279,Redmond Johnson,,Peter Dean,Suffolk,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/redmond-johnson/
20 June 2014,,2014-0278,Else Harvey-Samuel,,Peter Dean,Suffolk,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/else-harvey-samuel/
20 June 2014,,2014-0274,Peter Farebrother,,John Ellery,"Shropshire, Telford & Wrekin",Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/peter-farebrother/
19 June 2014,,2014-0277,Shaun Maslin,,Richard Travers,Surrey,Accident at Work and Health and Safety related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/shaun-maslin/
17 June 2014,,2014-0272,Sol Hadhasseh,,David Osborne,Norfolk,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sol-hadhasseh/
17 June 2014,,2014-0271,Audrey Garland,,John Pollard,Manchester (South),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/audrey-garland/
16 June 2014,,2014-0273,Mrs Care,,Andrew Cox,Cornwall,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/mrs-care/
16 June 2014,,2014-0270,David O’Garro,,ME Hassell,London Inner (North),State Custody related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/david-ogarro/
13 June 2014,,2014-0268,Alun Sheppard,,John Gittins,North Wale (East & Central),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/alun-sheppard/
11 June 2014,,2014-0267,June Rose,,Lorna Tagliavini,London (West),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/june-rose/
11 June 2014,,2014-0266,Bridget Cahill,,Robin Balmain,Black Country,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/bridget-cahill/
10 June 2014,,2014-0261,Lucy Moffatt,,Christopher Dorries,South Yorkshire (West),Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lucy-moffatt/
19 June 2014,,2014-0654,M5 (Seven),,Michael Rose,Somerset (West),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/m5-seven/
9 June 2014,,2014-0578,John Cook,,Nichola Gardiner,Oxfordshire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-cook/
9 June 2014,,2014-0298,Bradley Cockel,,Eleanor McGann,Essex,"Alcohol, drug and medication related deaths",,,https://www.judiciary.uk/prevention-of-future-death-reports/bradley-cockel/
9 June 2014,,2014-0260,Daniel McCallum Keane,,Kevin McLoughin,Manchester (West),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-mccallum-keane/
9 June 2014,,2014-0258,William Beckwith,,Robert Hunter,Derby & Derbyshire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/william-beckwith/
9 June 2014,,2014-0257,Charles Hardiman,,Clare Bailey,Teesside,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/charles-hardiman/
8 June 2014,,2014-0264,James McArdle,,Alan Wilson,Wirral,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/james-mcardle/
6 June 2014,,2014-0299,Frances Bell,,Caroline Beasley-Murray,Essex,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/frances-bell/
6 June 2014,,2014-0255,Katie Davies,,Alan Walsh,Manchester (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/katie-davies/
6 June 2014,,2014-0253,James Boylan,,Ian Smith,Cumbria (South & East),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/james-boylan/
5 June 2014,,2014-0252,Thomas Maher,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-maher/
5 June 2014,,2014-0259,Archie Hames,,Martin Fleming,Surrey,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/archie-hames/
5 June 2014,,2014-0256,Sophie Allen,,Derek Winter,Sunderland,Product related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sophie-allen/
4 June 2014,,2014-0251,John Day,,Caroline Sumeray,Isle of Wight,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-day/
3 June 2014,,2014-0556,Dean Hutchinson,,David Ridley,Wiltshire and Swindon,Service Personnel related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/dean-hutchinson/
03/06/2014,,2014-0556A,Robert Wood,,David Ridley,Wiltshire and Swindon,Service Personnel related deaths,Ministry of Defence,,https://www.judiciary.uk/prevention-of-future-death-reports/robert-wood/
2 June 2014,,2014-0250,Essa Shah,,Tom Osborne,Bedfordshire & Luton,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/essa-shah/
2 June 2014,,2014-0249,Aimee Varney,,Tom Osborne,Bedfordshire & Luton,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/aimee-varney/
2 June 2014,,2014-0265,Jennifer Morrison,,Alan Wilson,Wirral,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-morrison/
9 June 2014,,2014-0263,Ryan Boyle,,Simon Wickens,Surrey,Police related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-boyle/
2 June 2014,,2014-0262,Denise Prior,,Michael Kendall,West Sussex,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/denise-prior/
30 May 2014,,2014-0568,Matthew Purser,,Philip Rogers,Swansea & Neath Port Talbot,State Custody related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-purser/
30 May 2014,,2014-0246,Richard Jaeger-Forzard,,Richard Hulett,Buckinghamshire,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/richard-jaeger-forzard/
29 May 2014,,2014-0248,Stephen Ward,,ME Hassell,London Inner (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-ward/
29 May 2014,,2014-0182,Mark Duggan,,HHJ Keith Cutler CBE,London (North),Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/mark-duggan/
29 May 2014,,2014-0244,Magdalen Dwerryhouse,,Alan Walsh,Manchester (West),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/magdalen-dwerryhouse/
29 May 2014,,2014-0243,Loui Aspinall,,Alan Walsh,Manchester (West),Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/loui-aspinall/
29 May 2014,,2014-0242,Dana Baker,,Geraint Williams,Worcestershire,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/dana-baker/
28 May 2014,,2014-0241,Arnold Soulsby,,Robin Balmain,Black Country,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/arnold-soulsby/
28 May 2014,,2014-0254,Laura Page,,Lydia Brown,Leicester City & South Leicestershire,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/laura-page/
27 May 2014,,2014-0245,Gerardo Tonogbanua,,Maria Voisin,Avon,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/gerardo-tonogbanua/
25 May 2014,,2014-0285,Michaela Christoforou,,Andrew Wallker,London (North),Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/michaela-christoforou/
25 May 2014,,2014-0312,Liam Coleman,,Andrew Walker,London (North),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/liam-coleman/
23 May 2014,,2014-0301,Komba Kpakiwa,,Caroline Beasley-Murray,Essex,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/komba-kpakiwa/
23/05/2014,,2014-0301A,Josephine Foday,,Caroline Beasley-Murray,Essex,Other related deaths,Chartered Institute of Environmental Health and Institute of Occupational Safety and Health,,https://www.judiciary.uk/prevention-of-future-death-reports/josephine-foday/
23 May 2014,,2014-0240,Christian Devereux,,Robert Chapman,Rutland & North Leicestershire,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/christian-devereux/
23 May 2014,,2014-0239,Samarjit Singh,,Andre Rebello,Wirral,Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/samarjit-singh/
23 May 2014,,2014-0238,Clive Clinton,,John Gittins,North Wale (East & Central),Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/clive-clinton/
23 May 2014,,2014-0313,Ross Boyd,,Tom Osborne,Milton Keynes,Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/ross-boyd/
22 May 2014,,2014-0236,Simon Haines,,David Osborne,Norfolk,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/simon-haines/
21 May 2014,,2014-0237,Mark Bartholomew,,Simon Nelson,Manchester (North),Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/mark-bartholomew/
20 May 2014,,2014-0234,Rainer Wickens,,Richard Travers,Surrey,Hospital Death (Clinical Procedures and medical management) related death,,,https://www.judiciary.uk/prevention-of-future-death-reports/rainer-wickens/
19 May 2014,,2014-0247,Denise Parramore,,Donald Coutts-Wood,South Yorkshire (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/denise-parramore/
19 May 2014,,2014-0230,Peter Franklin,,Patricia Harding,Mid Kent & Medway,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/peter-franklin/
19 May 2014,,2014-0221,Gregg O’Reilly,,ME Hassell,London Inner (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/gregg-oreilly/
19 May 2014,,2014-0222,Stephen Owens,,Graeme Hughes,"Powys, Bridgend & Glamorgan Valleys",Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-owens/
12 May 2014,,2014-0217,Harold Henshall,,David James,Stoke-on-Trent & North Staffordshire,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/harold-henshall/
16 May 2014,,2014-0231,William Piercy,,Paul Marks,Kingston upon Hull & the East Riding of Yorkshire,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/william-piercy/
15 May 2014,,2014-0232,Gary Bradshaw,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/gary-bradshaw/
14 May 2014,,2014-0593,Arthur Shaw,,David Horsley,Portsmouth and South East Hampshire,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/arthur-shaw/
13 May 2014,,2014-0227,Mitchell Clifton,,Andrew Haigh,Staffordshire South,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/mitchell-clifton/
12 May 2014,,2014-0228,Amanda Richards,,S McGovern,Coventry,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/amanda-richards/
12 May 2014,,2014-0225,Keiran Toman,,Fiona Wilcox,London Inner (West),Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/keiran-toman/
12 May 2014,,2014-0224,Courtney Mills,,David Horsley,Portsmouth & South East Hampshire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/jordan-mills/
12 May 2014,,2014-0220,Terence Fernandes,,Tom Osborne,Bedfordshire & Luton,"Alcohol, drug and medication related deaths",,,https://www.judiciary.uk/prevention-of-future-death-reports/terence-fernandes/
9 May 2014,,2014-0223,Ernest Harper,,Ian Pears,Bedfordshire & Luton,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/ernest-harper/
9 May 2014,,2014-0213,Lisa Webb,,Andrew Harris,London Inner (South),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lisa-webb/
9 May 2014,,2014-0212,Gary Richards,,Andrew Harris,London Inner (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/gary-richards/
9 May 2014,,2014-0211,Akua Anokye-Boateng,,Andrew Harris,London Inner (South),"Alcohol, drug and medication related deaths",,,https://www.judiciary.uk/prevention-of-future-death-reports/akua-anokye-boateng/
9 May 2014,,2014-0226,Linda Fisher,,Alan Wilson,Blackpool & Fylde,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/linda-fisher/
9 May 2014,,2014-0219,Gianna Khan,,Tom Osborne,Bedfordshire & Luton,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/gianni-khan/
9 May 2014,,2014-0215,Margaret Connor,,Jacqueline Lake,Norfolk,Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-connor/
09/05/2014,,2014-0233,Ann Bennett,,David Hincliff,West Yorkshire (East),Hospital Death (Clinical Procedures and medical management) related deaths,Leeds Teaching Hospitals NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/ann-bennett/
8 May 2014,,2014-0214,Anthony Lapping,,Karen Dilks,Newcastle Upon Tyne,Product related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/anthony-lapping/
8 May 2014,,2014-0207,Rajesh Parkash,,Richard Travers,Surrey,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/rajesh-parkash/
8 May 2014,,2014-0206,Sopefoluwa Peters,,Andrew Tweddle,County Durham & Darlington,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sopefoluwa-peters/
8 May 2014,,2014-0216,Frank Pope,,R Brittain,London Inner (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/frank-pope/
7 May 2014,,2014-0205,Peter Brookes,,R Brittain,London Inner (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/peter-brookes/
7 May 2014,,2014-0204,Emma Lifsey,,Heida Connor,Nottinghamshire,Railway related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/emma-lifsey/
9 May 2014,,2014-0209,Abiola Dosunmu,,Andrew Walker,London Inner (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/abiola-dosunmu/
5 May 2014,,2014-0208,Donald Spooner,,Karen Henderson,West Sussex,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/donald-spooner/
1 May 2014,,2014-0199,Darren Arnoup,,David Osborne,Norfolk,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/darren-arnoup/
1 May 2014,,2014-0197,Elizabeth Cooper,,Philip Sharp,Cumbria (South & East),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/elizabeth-cooper/
1 May 2014,,2014-0196,Sidney Martin,,Robert Turnbull,North Yorkshire (West),Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sidney-martin/
30 April 2014,,2014-0202,Samiyo Farah,,Lisa Hashmi,Manchester (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/samiyo-farah/
30 April 2014,,2014-0198,Beryl French,,Stephanie Haskey,Nottinghamshire,Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/beryl-french/
30 April 2014,,2014-0192,Mary Wanya,,David Hinchliff,West Yorkshire (East),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/mary-wanya/
30 April 2014,,2014-0191,Sukbir Singh Rana & Mandip Singh,,Robin Balmain,Black Country,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sukbir-singh-rana-mandip-singh/
29 April 2014,,2014-0194,Dafydd Watts,,T G Moore,Avon,"Alcohol, drug and medication related deaths",,,https://www.judiciary.uk/prevention-of-future-death-reports/dafydd-watts/
29 April 2014,,2014-0189,Stephen Widman,,Ian Arrow,"Plymouth, Torbay & South Devon",Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/51308-2/
29 April 2014,,2014-0210,Joanne Oliver,,Robert Chapman,Manchester City,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/joanne-olivier/
28 April 2014,,2014-0195,Robert Perkins,,Peter Harrowing,Avon,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/robert-perkins/
28 April 2014,,2014-0193,Yasmin Richards,,Peter Harrowing,Avon,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/yasmin-richards/
28 April 2014,,2014-0188,Jennifer Tompkins,,Philip Barlow,London Inner (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-tompkins/
24 April 2014,,2014-0184,Stephen Goodhall,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-goodhall/
22 April 2014,,2014-0203,Rosemary Oladejo,,Chinyere Inyama,London (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/rosemary-oladejo/
22 April 2014,,2014-0186,Andrey Wakefield,,Andrew Haigh,Staffordshire (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/audrey-wakefield/
22 April 2014,,2014-0179,Michael Worrall,,R Brittain,London Inner (North),Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-worrall/
17 April 2014,,2014-0178,Karen Peters,,Andrew Cox,"Plymouth, Torbay & South Devon",Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/karen-peters/
17 April 2014,,2014-0176,Paul Millis,,Donald Coutts-Wood,Leicester City & South Leicestershire,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/paul-millis/
17 April 2014,,2014-0173,Muriel Dawson,,Timothy Ratcliffe,West Yorkshire (West),Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/muriel-dawson/
16 April 2014,,2014-0180,Sari Keen,,Tom Osborne,Bedfordshire & Luton,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sari-keen/
16 April 2014,,2014-0177,Kathryn Sawyer,,Jacqueline Lake,Norfolk,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/kathryn-sawyer/
15 April 2014,,2014-0174,Kevin Scarlett,,Tom Osborne,Milton Keynes,State Custody related,,,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-scarlett/
15 April 2014,,2014-0172,Philip Dean,,Fiona Wilcox,London Inner (West),Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/philip-dean/
15 April 2014,,2014-0171,Desiree Falvo,,Fiona Wilcox,London Inner (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/desiree-falvo/
14 April 2014,,2014-0136,Francis Golding,,ME Hassell,London Inner (North),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/francis-golding/
14 April 2014,,2014-0170,Paul Ashton,,Alan Walsh,Manchester (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/paul-ashton/
14 April 2014,,2014-0167,Winifred Dennis,,Rebecca Cobb,Kent (North-East),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/winifred-dennis/
14 April 2014,,2014-0168,Nicos Michael,,Rebecca Cobb,Kent (North-East),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/nicos-michael/
13 April 2014,,2014-0175,Lalitaben Patel,,Catherine Mason,Leicester City & South Leicestershire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lalitaben-patel/
10 April 2014,,2014-0162,Terence Dooley,,Jean Harkin,Manchester City,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/terence-dooley/
9 April 2014,,2014-0160,Thomas Allen,,Peter Dean,Suffolk,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-allen/
9 April 2014,,2014-0159,Stephen Bedford,,David Morris,Cambridgeshire (South & West),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-bedford/
9 April 2014,,2014-0158,Sally Perrons,,Heidi Connor,Nottinghamshire,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sally-perrons/
29 April 2014,,2014-0200,Janet Blackman,,Michael Burgess,West Sussex,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/janet-blackman/
9 April 2014,,2014-0165,Russell Long,,David Roberts,Cumbria (North & West),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/russell-long/
9 April 2014,,2014-0166,Ozan Atasoy,,Edward Thomas,Hertfordshire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/ozan-atasoy/
9 April 2014,,2014-0164,Doris Taylor,,John Pollard,Manchester (South),Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/doris-taylor/
9 April 2014,,2014-0161,Michael Anthony,,Andrew Harris,London Inner (South),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-anthony/
8 April 2014,,2014-0156,Frederick Hall,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-hall/
8 April 2014,,2014-0155,Audrey Kelly,,John Pollard,Manchester (South),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/audrey-kelly/
8 April 2014,,2014-0169,Leslie Harding,,Andrew Cox,"Plymouth, Torbay & South Devon",Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/leslie-harding/
8 April 2014,,2014-0163,Andrew Horgan,,David Ridley,Wiltshire & Swindon,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-horgan/
7 April 2014,,2014-0157,Roger Duggan,,Elizabeth Earland,Exeter & Greater Devon,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/roger-duggan/
7 April 2014,,2014-0154,William Winter,,Rachel Redman,Kent (Central & South East),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/william-winter/
7 April 2014,,2014-0153,Jamie Barlow,,Peter Dean,Suffolk,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/jamie-barlow/
4 April 2014,,2014-0151,Eric Matthews,,R Brittain,London Inner (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/eric-matthews/
3 April 2014,,2014-0150,Danuta Corbett,,Veronica Hamilton-Deeley,Brighton & Hove,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/danuta-corbett/
3 April 2014,,2014-0149,Graham Watts,,Veronica Hamilton-Deeley,Brighton & Hove,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/graham-watts/
3 April 2014,,20140-0147,Melvin Bandtock,,Andrew Tweddle,County Durham & Darlington,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/melvin-bandtock/
2 April 2014,,2014-0146,William Watson,,Caroline Sumeray,Isle of Wight,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/william-watson/
2 April 2014,,2014-0145,John Dodd,,Andrew Thompson,Black Country,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-dodd/
1 April 2014,,2014-0152,Oliver Hiscutt,,Sara Lewis,Manchester City,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/oliver-hiscutt/
1 April 2014,,2014-0148,Vincent Gibson,,Terence Carney,Gateshead & South Tyneside,Police related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/vincent-gibson/
31 March 2014,,2014-0143,Joseph Godfrey,,Nadia Persaud,London (East),Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-godfrey/
31 March 2014,,2014-0144,Valerie Hancox,,John Ellery,"Shropshire, Telford & Wrekin",Product related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/valerie-hancox/
31 March 2014,,2014-0141,Deanne Smith,,Dr R N Palmer,London (South),"Alcohol, drug and medication related deaths",,,https://www.judiciary.uk/prevention-of-future-death-reports/deanne-smith/
28 March 2014,,2014-0142,Rosemary Simpson,,Selena Lynch,London Inner (North),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/rosemary-simpson/
28 March 2014,,2014-0140,Susan Poore,,Jacqueline Lake,Norfolk,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/susan-poore/
28 March 2014,,2014-0139,Sebastian Davies,,David Osborne,Norfolk,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sebastian-davies/
26 March 2014,,2014-0135,Lee Hollman,,Karen Henderson,West Sussex,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lee-hollman/
25 March 2014,,2014-0134,Margaret Walker,,Jennifer Leeming,Manchester (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-walker/
25 March 2014,,2014-0269,Caroline Pilkington,,Jennifer Leeming,Manchester (West),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/caroline-pilkington/
24 March 2014,,2014-0132,Sean Morley,,David Clark,Warwickshire,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sean-morley/
